,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date,Current Description
464,Letterkenny,54.95,-7.7333,15.94,95,0,1.4,IE,2022-08-11 21:08:20,clear sky
465,Hauterive,46.0901,3.4459,23.42,38,0,0.85,FR,2022-08-11 21:12:10,clear sky
466,Campbell River,50.0163,-125.2446,23.03,58,23,2.47,CA,2022-08-11 21:12:11,few clouds
467,Dinajpur,25.6272,88.6386,26.64,86,25,2.95,BD,2022-08-11 21:12:11,scattered clouds
468,Kichera,55.9375,110.0997,11.14,82,10,0.45,RU,2022-08-11 21:12:12,clear sky
469,Kapit,2.0167,112.9333,23.86,99,99,0.3,MY,2022-08-11 21:12:12,heavy intensity rain
470,Mareeba,-17.0,145.4333,18.4,99,36,1.0,AU,2022-08-11 21:12:12,scattered clouds
471,Yulara,-25.2406,130.9889,7.11,50,0,3.66,AU,2022-08-11 21:12:13,clear sky
472,Biak,-0.9131,122.8766,24.49,85,98,0.59,ID,2022-08-11 21:12:13,overcast clouds
473,Lethem,3.3803,-59.7968,29.85,63,69,1.88,GY,2022-08-11 21:12:14,broken clouds
474,Poum,-20.2333,164.0167,20.06,62,0,3.79,NC,2022-08-11 21:12:14,clear sky
475,Murray Bridge,-35.1167,139.2667,11.74,92,72,4.08,AU,2022-08-11 21:12:14,broken clouds
476,Orangeburg,33.4918,-80.8557,32.12,65,20,4.63,US,2022-08-11 21:12:15,few clouds
477,Safaga,26.7292,33.9365,32.31,38,3,5.12,EG,2022-08-11 21:12:15,clear sky
478,Maningrida,-12.0667,134.2667,19.16,93,19,3.04,AU,2022-08-11 21:12:15,few clouds
479,San Juan,-31.5375,-68.5364,17.63,25,61,1.94,AR,2022-08-11 21:09:18,broken clouds
480,Rayachoti,14.05,78.75,25.42,70,91,4.31,IN,2022-08-11 21:12:16,overcast clouds
481,Bandarbeyla,9.4942,50.8122,24.56,81,100,12.59,SO,2022-08-11 21:12:16,overcast clouds
482,Narsaq,60.9167,-46.05,14.12,79,11,2.1,GL,2022-08-11 21:12:17,few clouds
483,Carbonia,39.1672,8.5222,21.36,64,0,1.34,IT,2022-08-11 21:12:05,clear sky
484,Umm Lajj,25.0213,37.2685,32.94,56,100,4.87,SA,2022-08-11 21:12:17,overcast clouds
485,Lovington,32.944,-103.3485,31.68,42,84,0.89,US,2022-08-11 21:12:18,broken clouds
486,Coronado,32.6859,-117.1831,39.59,56,40,6.71,US,2022-08-11 21:11:27,scattered clouds
487,Opuwo,-18.0607,13.84,18.75,16,0,2.06,NA,2022-08-11 21:12:18,clear sky
488,Rio Grande,-32.035,-52.0986,15.06,83,0,3.48,BR,2022-08-11 21:12:19,clear sky
489,Tres Palos,18.1833,-101.6167,29.26,64,100,2.13,MX,2022-08-11 21:12:19,overcast clouds
490,Kirkuk,35.4681,44.3922,32.61,24,0,3.6,IQ,2022-08-11 21:12:19,clear sky
491,Nanortalik,60.1432,-45.2371,7.11,90,45,3.73,GL,2022-08-11 21:12:20,scattered clouds
492,Vanimo,-2.6741,141.3028,24.82,87,44,1.77,PG,2022-08-11 21:12:21,scattered clouds
493,Ternate,0.8,127.4,26.7,80,18,0.89,ID,2022-08-11 21:07:49,few clouds
494,Novikovo,51.1537,37.8879,22.61,59,44,5.54,RU,2022-08-11 21:12:21,scattered clouds
495,Marawi,7.9986,124.2928,20.05,89,84,1.19,PH,2022-08-11 21:12:21,broken clouds
496,Normal,40.5142,-88.9906,28.35,64,40,7.2,US,2022-08-11 21:12:22,scattered clouds
497,La Fleche,47.6982,-0.0755,27.14,27,0,4.13,FR,2022-08-11 21:12:22,clear sky
498,Berlevag,70.8578,29.0864,11.97,71,75,11.32,NO,2022-08-11 21:12:23,broken clouds
499,Namatanai,-3.6667,152.4333,26.49,82,100,3.62,PG,2022-08-11 21:12:23,light rain
500,Bell Ville,-32.6259,-62.6887,20.37,53,3,4.47,AR,2022-08-11 21:12:23,clear sky
501,Sydney,-33.8679,151.2073,14.28,77,75,5.14,AU,2022-08-11 21:13:24,light rain
502,Xining,36.6167,101.7667,18.75,86,81,0.54,CN,2022-08-11 21:13:24,broken clouds
503,Atherton,53.5237,-2.4935,25.16,61,0,0.45,GB,2022-08-11 21:13:25,clear sky
504,Maubeuge,50.2788,3.9727,24.03,36,93,3.7,FR,2022-08-11 21:13:25,overcast clouds
505,Qaqortoq,60.7167,-46.0333,7.56,89,32,1.32,GL,2022-08-11 21:13:25,scattered clouds
506,Meulaboh,4.1363,96.1285,25.2,84,100,0.29,ID,2022-08-11 21:13:26,light rain
507,Ketchikan,55.3422,-131.6461,19.99,68,40,7.2,US,2022-08-11 21:09:27,scattered clouds
508,Saint-Pierre,-21.3393,55.4781,21.06,71,0,4.12,RE,2022-08-11 21:13:26,clear sky
509,Deputatskiy,69.3,139.9,8.15,83,100,2.03,RU,2022-08-11 21:13:27,overcast clouds
510,Mandalgovi,45.7625,106.2708,13.17,88,100,5.41,MN,2022-08-11 21:13:27,overcast clouds
511,Pisco,-13.7,-76.2167,17.03,77,20,3.6,PE,2022-08-11 21:08:51,few clouds
512,Caravelas,-17.7125,-39.2481,22.95,71,100,5.17,BR,2022-08-11 21:13:28,overcast clouds
513,Kualakapuas,-3.0091,114.3876,22.85,95,74,1.18,ID,2022-08-11 21:13:28,broken clouds
514,Bafra,41.5678,35.9069,24.9,86,51,2.92,TR,2022-08-11 21:13:29,broken clouds
515,Strezhevoy,60.7333,77.5889,11.03,70,79,2.65,RU,2022-08-11 21:13:29,broken clouds
516,Aplahoue,6.9333,1.6833,23.47,80,100,3.21,BJ,2022-08-11 21:13:29,overcast clouds
517,Severo-Kurilsk,50.6789,156.125,13.36,96,96,5.68,RU,2022-08-11 21:08:49,overcast clouds
518,Shirokiy,49.758,129.523,11.5,96,63,2.24,RU,2022-08-11 21:13:30,broken clouds
519,Manzhouli,49.6,117.4333,14.76,63,60,1.87,CN,2022-08-11 21:13:30,broken clouds
520,Petropavlovsk-Kamchatskiy,53.0452,158.6483,11.33,100,75,1.0,RU,2022-08-11 21:13:31,broken clouds
521,Dharchula,29.85,80.5333,21.9,73,56,2.43,IN,2022-08-11 21:13:31,broken clouds
522,Ginir,7.1333,40.7,14.2,84,94,3.48,ET,2022-08-11 21:13:31,overcast clouds
523,Dambulla,7.86,80.6517,24.97,78,100,5.12,LK,2022-08-11 21:13:32,overcast clouds
524,Hattiesburg,31.3271,-89.2903,28.96,86,75,0.0,US,2022-08-11 21:13:13,broken clouds
525,Nelson Bay,-32.7167,152.15,13.33,98,100,1.34,AU,2022-08-11 21:13:32,light rain
526,Playa Vicente,17.8333,-95.8167,30.04,70,64,3.28,MX,2022-08-11 21:13:33,broken clouds
527,Rio Gallegos,-51.6226,-69.2181,4.03,75,40,3.09,AR,2022-08-11 21:11:30,scattered clouds
528,Sohag,26.557,31.6948,31.6,22,4,3.09,EG,2022-08-11 21:13:33,clear sky
529,Liaozhong,41.5061,122.7242,19.58,95,88,1.89,CN,2022-08-11 21:13:34,overcast clouds
530,Sao Filipe,14.8961,-24.4956,25.87,78,17,6.06,CV,2022-08-11 21:13:34,few clouds
531,Taoudenni,22.6783,-3.9836,39.76,9,0,1.58,ML,2022-08-11 21:13:35,clear sky
532,Palmer,42.1584,-72.3287,30.04,48,75,6.17,US,2022-08-11 21:13:35,broken clouds
533,Kouango,4.9934,19.9619,22.13,96,100,1.56,CF,2022-08-11 21:13:36,overcast clouds
534,Deori Khas,23.4,79.0167,23.66,95,100,5.03,IN,2022-08-11 21:13:36,overcast clouds
535,Polunochnoye,60.8697,60.4153,13.31,85,98,3.47,RU,2022-08-11 21:13:36,overcast clouds
536,Sawtell,-30.3833,153.1,13.44,88,100,2.57,AU,2022-08-11 21:13:37,light rain
537,Puerto El Triunfo,13.2833,-88.55,30.14,67,42,3.54,SV,2022-08-11 21:13:37,scattered clouds
538,Liverpool,53.4106,-2.9779,25.3,65,0,3.09,GB,2022-08-11 21:13:38,clear sky
539,Hay River,60.8156,-115.7999,16.31,41,2,1.16,CA,2022-08-11 21:10:44,clear sky
540,Kilakarai,9.2333,78.7833,28.66,62,100,6.35,IN,2022-08-11 21:13:38,overcast clouds
541,Port Lincoln,-34.7333,135.8667,11.92,80,89,7.62,AU,2022-08-11 21:13:39,overcast clouds
542,Kondinskoye,59.6481,67.41,16.82,97,100,2.86,RU,2022-08-11 21:13:39,overcast clouds
543,Praia Da Vitoria,38.7333,-27.0667,23.2,90,100,6.42,PT,2022-08-11 21:13:39,overcast clouds
544,Saldanha,-33.0117,17.9442,13.39,87,100,4.56,ZA,2022-08-11 21:13:40,overcast clouds
545,Hargeysa,9.56,44.065,20.87,64,100,12.3,SO,2022-08-11 21:11:08,overcast clouds
546,Tupik,54.4253,119.9327,12.77,96,100,0.78,RU,2022-08-11 21:13:40,overcast clouds
547,Edson,53.5835,-116.4356,26.75,34,80,5.31,CA,2022-08-11 21:13:41,broken clouds
548,Mirnyy,62.5353,113.9611,13.31,88,100,1.69,RU,2022-08-11 21:13:41,overcast clouds
549,Mopti,14.6667,-4.0,31.72,52,49,5.47,ML,2022-08-11 21:13:41,scattered clouds
550,Koslan,63.4564,48.8989,16.43,67,100,4.4,RU,2022-08-11 21:14:42,overcast clouds
551,Aras,42.5617,-2.356,23.23,65,0,1.54,ES,2022-08-11 21:14:42,clear sky
552,Marsh Harbour,26.5412,-77.0636,28.7,67,0,5.24,BS,2022-08-11 21:14:43,clear sky
553,Popondetta,-8.7537,148.2534,23.23,87,98,0.9,PG,2022-08-11 21:14:43,overcast clouds
554,Kushima,31.4583,131.2333,25.75,92,95,2.39,JP,2022-08-11 21:14:44,overcast clouds
555,Russell,32.3502,-85.1999,29.78,65,40,7.2,US,2022-08-11 21:12:42,scattered clouds
556,Taltal,-25.4,-70.4833,15.06,74,89,2.16,CL,2022-08-11 21:14:44,overcast clouds
557,Nguru,12.8791,10.4526,26.32,68,100,5.7,NG,2022-08-11 21:14:44,overcast clouds
558,Florianopolis,-27.6146,-48.5012,15.94,79,75,2.57,BR,2022-08-11 21:14:03,broken clouds
559,Cozumel,20.5083,-86.9458,33.04,75,75,4.47,MX,2022-08-11 21:14:45,broken clouds
560,Merritt Island,28.5392,-80.672,30.05,68,20,2.57,US,2022-08-11 21:09:59,few clouds
561,Tongren,27.7172,109.1853,24.59,89,100,1.5,CN,2022-08-11 21:14:46,overcast clouds
562,Tuma,55.148,40.5537,14.32,70,0,1.35,RU,2022-08-11 21:14:46,clear sky
563,Santa Maria,-29.6842,-53.8069,13.61,85,7,2.59,BR,2022-08-11 21:14:46,clear sky
564,Ugoofaaru,5.6667,73.0,27.36,80,68,5.63,MV,2022-08-11 21:14:47,broken clouds
565,Kawalu,-7.3817,108.2082,21.98,98,67,0.06,ID,2022-08-11 21:14:47,heavy intensity rain
566,Progreso,21.2833,-89.6667,32.06,75,83,3.92,MX,2022-08-11 21:14:48,broken clouds
567,Sorland,67.667,12.6934,10.92,81,92,11.6,NO,2022-08-11 21:14:48,overcast clouds
568,Thunder Bay,48.4001,-89.3168,23.95,33,20,2.06,CA,2022-08-11 21:14:48,few clouds
569,Laredo,27.5064,-99.5075,40.16,27,20,4.12,US,2022-08-11 21:12:37,few clouds
570,Pontal Do Parana,-25.6533,-48.5128,16.0,87,98,2.68,BR,2022-08-11 21:14:49,overcast clouds
571,Baherden,38.4362,57.4316,28.4,24,0,2.87,TM,2022-08-11 21:14:49,clear sky
572,Maizuru,35.45,135.3333,25.51,92,100,2.76,JP,2022-08-11 21:14:50,overcast clouds
573,Ust-Nera,64.5667,143.2,16.86,70,98,0.31,RU,2022-08-11 21:14:50,overcast clouds
574,Kayerkan,69.3497,87.7602,8.07,81,95,3.2,RU,2022-08-11 21:14:50,light rain
575,Hirara,24.8,125.2833,29.5,71,92,1.58,JP,2022-08-11 21:14:51,overcast clouds
576,Benjamin Constant,-4.3831,-70.0311,27.07,73,40,1.54,BR,2022-08-11 21:14:51,scattered clouds
577,Troyes,48.3333,4.0833,26.03,31,0,3.09,FR,2022-08-11 21:14:51,clear sky
578,Touros,-5.1989,-35.4608,24.97,81,18,5.1,BR,2022-08-11 21:14:52,few clouds
579,Arkadak,51.9326,43.4978,20.27,86,98,3.5,RU,2022-08-11 21:14:52,overcast clouds
580,Carnot,4.9409,15.8665,20.73,96,100,0.72,CF,2022-08-11 21:14:53,overcast clouds
581,Muros,42.7762,-9.0603,20.05,88,39,0.61,ES,2022-08-11 21:14:53,scattered clouds
582,Marsabit,2.3284,37.9899,18.14,59,80,11.11,KE,2022-08-11 21:14:53,broken clouds
583,Adre,13.4667,22.2,22.34,87,99,1.9,TD,2022-08-11 21:14:54,light rain
584,Pacific Grove,36.6177,-121.9166,29.02,73,0,5.66,US,2022-08-11 21:14:05,clear sky
585,Slonim,53.0867,25.3219,16.24,86,9,2.98,BY,2022-08-11 21:14:54,clear sky
586,Evensk,61.95,159.2333,11.67,98,100,2.43,RU,2022-08-11 21:14:55,overcast clouds
587,Kars,40.602,43.095,16.25,72,0,6.17,TR,2022-08-11 21:14:55,clear sky
588,Katsuura,35.1333,140.3,27.19,85,60,8.72,JP,2022-08-11 21:14:56,broken clouds
589,Prince Rupert,54.3161,-130.3201,19.05,72,0,2.06,CA,2022-08-11 21:14:56,clear sky
590,Pesqueira,-8.3578,-36.6964,20.66,90,15,3.96,BR,2022-08-11 21:14:56,few clouds
591,Haines Junction,60.7522,-137.5108,13.49,82,100,1.36,CA,2022-08-11 21:14:57,overcast clouds
592,Afyonkarahisar,38.75,30.6667,18.01,69,0,2.38,TR,2022-08-11 21:14:57,clear sky
593,Bemidji,47.4736,-94.8803,25.03,48,0,2.57,US,2022-08-11 21:14:58,clear sky
594,Sharjah,25.3573,55.4033,36.99,52,0,2.06,AE,2022-08-11 21:13:36,clear sky
595,Mandurah,-32.55,115.7,10.75,81,1,6.22,AU,2022-08-11 21:14:58,clear sky
596,Ewa Beach,21.3156,-158.0072,30.97,57,75,6.71,US,2022-08-11 21:14:58,broken clouds
597,Blaubeuren,48.4122,9.7843,20.06,65,68,2.95,DE,2022-08-11 21:14:59,broken clouds
598,Athabasca,54.7169,-113.2854,30.07,38,82,1.67,CA,2022-08-11 21:14:59,broken clouds
599,Tiksi,71.6872,128.8694,4.4,96,100,5.37,RU,2022-08-11 21:15:59,overcast clouds
600,Manavalakurichi,8.1333,77.3,25.9,80,100,7.15,IN,2022-08-11 21:16:00,overcast clouds
601,Turayf,31.6725,38.6637,28.14,44,0,5.14,SA,2022-08-11 21:16:00,clear sky
602,Kumluca,36.3703,30.2869,27.66,64,0,1.68,TR,2022-08-11 21:16:01,clear sky
603,Vuktyl,63.8567,57.3094,10.52,90,33,3.14,RU,2022-08-11 21:16:01,scattered clouds
604,Yeppoon,-23.1333,150.7333,14.88,90,100,3.14,AU,2022-08-11 21:16:02,overcast clouds
605,Kidal,18.4411,1.4078,37.15,20,44,2.97,ML,2022-08-11 21:14:39,scattered clouds
606,Dingle,10.9995,122.6711,24.2,89,83,0.45,PH,2022-08-11 21:16:02,heavy intensity rain
607,Riyadh,24.6877,46.7219,38.08,17,11,5.65,SA,2022-08-11 21:16:03,few clouds
608,Cap Malheureux,-19.9842,57.6142,20.26,69,69,3.13,MU,2022-08-11 21:16:03,broken clouds
609,Alzey,49.7517,8.1161,26.74,46,40,1.61,DE,2022-08-11 21:16:04,scattered clouds
610,Khani,41.9563,42.9566,18.76,92,8,0.91,GE,2022-08-11 21:16:04,clear sky
611,Turkistan,43.0,68.0,22.64,39,0,1.76,KZ,2022-08-11 21:16:04,clear sky
612,Caxito,-8.5785,13.6643,19.34,91,72,0.5,AO,2022-08-11 21:16:05,broken clouds
613,Nara,34.6851,135.8049,28.62,63,99,1.12,JP,2022-08-11 21:16:05,overcast clouds
614,Katastarion,37.8333,20.7667,22.94,73,4,1.25,GR,2022-08-11 21:16:05,clear sky
615,Sabang,5.8933,95.3214,27.79,74,100,8.79,ID,2022-08-11 21:16:06,overcast clouds
616,Redwater,33.3582,-94.2544,34.68,66,43,5.0,US,2022-08-11 21:16:06,scattered clouds
617,Pasighat,28.0667,95.3333,26.0,82,76,1.25,IN,2022-08-11 21:16:07,broken clouds
618,Kenora,49.8167,-94.4337,22.54,40,75,2.57,CA,2022-08-11 21:16:07,broken clouds
619,Gejiu,23.306,103.1635,13.99,98,96,2.06,CN,2022-08-11 21:16:07,overcast clouds
620,Sinnamary,5.3833,-52.95,27.97,72,41,3.76,GF,2022-08-11 21:16:08,scattered clouds
621,Isangel,-19.55,169.2667,22.2,58,5,6.41,VU,2022-08-11 21:16:08,clear sky
622,Waipawa,-41.4122,175.5153,5.44,86,74,0.71,NZ,2022-08-11 21:16:09,broken clouds
623,Puerto Baquerizo Moreno,-0.9,-89.6,22.55,83,75,4.12,EC,2022-08-11 21:16:09,broken clouds
624,Chulakivka,46.3576,32.3514,23.19,58,99,5.86,UA,2022-08-11 21:16:09,overcast clouds
625,Jabinyanah,35.035,10.9081,28.89,64,0,3.82,TN,2022-08-11 21:16:10,clear sky
626,Kyaukse,21.6,96.1333,26.71,78,95,3.39,MM,2022-08-11 21:16:10,light rain
627,Bom Jesus,-9.0744,-44.3586,30.31,19,0,0.95,BR,2022-08-11 21:16:11,clear sky
628,Arlit,18.7369,7.3853,38.11,17,2,2.76,NE,2022-08-11 21:16:11,clear sky
629,Bauchi,10.5,10.0,21.26,85,100,1.59,NG,2022-08-11 21:16:11,overcast clouds
630,Chapais,49.7834,-74.8492,11.88,96,100,4.02,CA,2022-08-11 21:16:12,overcast clouds
631,Karratha,-20.7377,116.8463,17.12,23,4,7.5,AU,2022-08-11 21:16:12,clear sky
632,Inongo,-1.95,18.2667,23.81,49,100,2.51,CD,2022-08-11 21:16:13,overcast clouds
633,Severnyy,50.677,36.5532,22.02,73,0,5.0,RU,2022-08-11 21:16:13,clear sky
634,Turka,49.1541,23.0297,12.3,93,10,1.11,UA,2022-08-11 21:16:14,clear sky
635,Piranhas,-16.4269,-51.8222,25.42,16,5,1.5,BR,2022-08-11 21:14:45,clear sky
636,Road Town,18.4167,-64.6167,29.05,74,20,4.63,VG,2022-08-11 21:16:14,few clouds
637,Tomatlan,19.9333,-105.25,30.72,67,100,3.96,MX,2022-08-11 21:16:15,overcast clouds
638,Wattegama,6.7989,81.4808,25.25,71,100,1.55,LK,2022-08-11 21:16:15,overcast clouds
639,Velizh,55.6056,31.1967,14.09,72,0,0.99,RU,2022-08-11 21:16:15,clear sky
640,Qeshm,26.9581,56.2719,32.93,77,39,0.76,IR,2022-08-11 21:16:16,scattered clouds
641,Brae,60.3964,-1.353,12.01,93,100,2.96,GB,2022-08-11 21:16:16,overcast clouds
642,Cabadiangan,9.7531,122.4739,25.19,90,60,1.1,PH,2022-08-11 21:16:17,broken clouds
643,Richards Bay,-28.783,32.0377,21.39,68,2,6.45,ZA,2022-08-11 21:16:17,clear sky
644,Nicolas Bravo,18.45,-88.9167,28.91,70,99,1.58,MX,2022-08-11 21:16:18,overcast clouds
645,Bilibino,68.0546,166.4372,16.67,66,100,2.3,RU,2022-08-11 21:16:18,overcast clouds
646,Siderno,38.2779,16.302,22.41,78,16,2.5,IT,2022-08-11 21:17:18,few clouds
647,Valparaiso,-33.0393,-71.6273,13.13,90,75,4.12,CL,2022-08-11 21:17:18,broken clouds
648,Leh,34.1667,77.5833,19.63,46,100,2.53,IN,2022-08-11 21:17:19,overcast clouds
649,Tessalit,20.1986,1.0114,37.23,21,42,0.4,ML,2022-08-11 21:17:19,scattered clouds
650,Izumo,35.3667,132.7667,26.97,92,95,2.61,JP,2022-08-11 21:17:20,overcast clouds
651,Chipinge,-20.1883,32.6236,12.29,79,0,2.13,ZW,2022-08-11 21:17:20,clear sky
652,Jinchang,38.4953,102.1739,25.64,66,21,2.12,CN,2022-08-11 21:17:20,few clouds
653,Dongzhen,22.3797,110.9389,24.14,92,32,1.13,CN,2022-08-11 21:17:21,scattered clouds
654,Bermeo,43.4209,-2.7215,26.89,85,12,3.98,ES,2022-08-11 21:17:21,few clouds
655,Muana,-1.5283,-49.2167,29.08,64,33,1.36,BR,2022-08-11 21:17:22,scattered clouds
656,Bakchar,57.0186,82.0711,10.47,81,3,2.07,RU,2022-08-11 21:17:22,clear sky
657,Usevya,-7.1,31.2333,21.13,40,21,1.41,TZ,2022-08-11 21:17:22,few clouds
658,Abnub,27.2696,31.1511,30.83,23,0,3.54,EG,2022-08-11 21:17:23,clear sky
659,Palembang,-2.9167,104.7458,26.05,94,20,1.54,ID,2022-08-11 21:17:23,few clouds
660,Brigantine,39.4101,-74.3646,30.02,75,0,4.63,US,2022-08-11 21:17:24,clear sky
661,Mudgal,16.0167,76.4333,23.14,82,42,8.45,IN,2022-08-11 21:17:24,scattered clouds
662,Nhulunbuy,-12.2333,136.7667,21.34,88,21,2.06,AU,2022-08-11 21:17:17,few clouds
663,Sciacca,37.5082,13.0881,25.26,69,17,1.01,IT,2022-08-11 21:17:24,few clouds
664,Ducheng,23.2373,111.5317,23.84,97,6,1.08,CN,2022-08-11 21:17:25,clear sky
665,Aswan,24.0934,32.907,34.5,21,47,7.01,EG,2022-08-11 21:17:25,scattered clouds
666,Kibala,9.1104,18.3463,23.97,94,20,0.0,TD,2022-08-11 21:17:26,few clouds
667,West Bay,19.3667,-81.4167,31.11,80,75,1.54,KY,2022-08-11 21:17:26,broken clouds
668,Fort Saint James,54.4333,-124.25,30.36,26,24,1.69,CA,2022-08-11 21:17:27,few clouds
669,Mahon,39.8885,4.2658,27.31,65,0,1.54,ES,2022-08-11 21:17:27,clear sky
670,Ngunguru,-35.6167,174.5,8.71,70,5,4.74,NZ,2022-08-11 21:17:27,clear sky
671,Ambovombe,-25.1667,46.0833,17.84,75,0,2.73,MG,2022-08-11 21:17:28,clear sky
672,Calgary,51.0501,-114.0853,32.4,33,40,8.23,CA,2022-08-11 21:13:50,scattered clouds
673,Talnakh,69.4865,88.3972,8.45,69,93,1.73,RU,2022-08-11 21:17:28,overcast clouds
674,Winslow,35.0242,-110.6974,31.1,33,100,3.09,US,2022-08-11 21:17:29,overcast clouds
675,Villena,38.6373,-0.8657,25.35,60,0,1.38,ES,2022-08-11 21:17:29,clear sky
676,Lethbridge,49.7,-112.8186,36.62,12,33,5.56,CA,2022-08-11 21:17:30,scattered clouds
677,Dabat,12.9842,37.765,11.03,97,99,1.43,ET,2022-08-11 21:17:30,overcast clouds
678,Barabinsk,55.3571,78.357,17.03,81,68,4.27,RU,2022-08-11 21:17:31,broken clouds
679,Belmonte,-15.8631,-38.8828,23.96,83,71,4.56,BR,2022-08-11 21:17:31,broken clouds
680,Esterhazy,50.65,-102.0843,18.86,61,100,4.6,CA,2022-08-11 21:17:31,heavy intensity rain
681,Mitzic,0.7821,11.549,21.52,83,98,2.02,GA,2022-08-11 21:17:32,overcast clouds
682,Saint-Joseph,-21.3667,55.6167,17.34,70,35,5.42,RE,2022-08-11 21:17:32,scattered clouds
683,Roma,43.2128,-75.4557,27.63,53,0,6.26,US,2022-08-11 21:17:33,clear sky
684,Oskarshamn,57.2645,16.4484,17.21,66,1,2.67,SE,2022-08-11 21:17:33,clear sky
685,Byron Bay,-28.65,153.6167,12.75,82,100,2.67,AU,2022-08-11 21:17:34,overcast clouds
686,Tilichiki,60.4667,166.1,12.12,89,100,2.13,RU,2022-08-11 21:17:34,overcast clouds
687,Kachug,53.9606,105.8817,9.17,96,1,1.29,RU,2022-08-11 21:17:35,clear sky
688,Zhangye,38.9342,100.4517,27.08,54,2,0.94,CN,2022-08-11 21:17:35,clear sky
689,San Jeronimo,-11.9472,-75.2829,16.19,45,89,3.38,PE,2022-08-11 21:17:35,overcast clouds
690,Solnechnyy,50.7214,136.6319,11.78,97,98,1.74,RU,2022-08-11 21:17:36,moderate rain
691,Noumea,-22.2763,166.4572,21.11,99,72,5.31,NC,2022-08-11 21:18:36,broken clouds
692,Energetik,51.7445,58.7934,21.46,59,84,3.14,RU,2022-08-11 21:18:37,broken clouds
693,Marzuq,14.4,46.4667,25.94,69,100,2.37,YE,2022-08-11 21:18:37,overcast clouds
694,San Rafael,-34.6177,-68.3301,16.06,32,0,4.39,AR,2022-08-11 21:18:37,clear sky
695,Wawa,9.9022,4.4192,21.97,97,100,3.21,NG,2022-08-11 21:18:38,heavy intensity rain
696,Sajanan,37.0573,9.2426,24.51,74,0,1.26,TN,2022-08-11 21:18:38,clear sky
